a 阿啊腌嗄锕吖呵錒𠼞𥥩𨉚𱚱
shun 顺瞬舜吮楯㥧䀢䀵䐏䑞䴄俊巛巡恂橓盾眴瞚瞤蕣輴順鬊𨝜𨺠
shuo 说硕烁朔铄妁槊蒴搠㮶䀥䁻䈾䌃䔠勺哾嗍嗽揱数數杓欶汋洬溯濯燿爍獡療矟碩箾萷藥說説銏鎙鑠𠲾𠲿𣀝𣝇𣷥𣸛𣻘𤄶𤡯𤢴𥌞𦂗𦃗𦋞𧋊𨨺𩟧𪎒
si 司四思斯私死似丝饲寺肆撕泗嗣祀厮驷嘶锶俟巳蛳咝耜笥鸶缌澌姒汜兕㟃凘楒涘虒飔㒋㕽㚶㠼㣈㭒㮐㴲㸻㹑㺇㺨㽄䇁䇃䎣䏤䒨䔮䡳䦙䫢䲉亖以伺佀佁価俬偲傂儩厕厶台噝娰媤孠已廁廝徙恖愢杫析枱柶梩榹泀泤洍瀃燍牭磃祠禗禠禩竢簛籭糸糹絲緦纟罳肂肄菥蕬蕼蜤螄螔蟖蟴覗謕貄逘釲鈶鈻鉰銉銯鋖鍶鐁雉颸食飤飴飼駟騃騦鷉鷥麗鼶𠀓𠋡𠖓𠭈𠳎𡡒𢈶𢊀𢍭𢛥𢠹𢦲𣂖𣙼𣚄𣣌𣣑𣩠𣱻𣽷𤆟𤣵𤱸𤺊𥄶𥐀𥒲𥕶𥙉𥝠𥠱𥯨𥹊𦇲𦇵𦔌𦭡𦮺𦸷𦽕𧀚𧀩𧝤𧣛𧬊𧱅𧳙𨮭𨽼𩅰𩆵𩵗𩸟𩺛𪆁𪆗𪊍𪕳𪖉𬢊𱎠
song 送松宋讼颂耸诵嵩淞怂悚崧凇忪竦菘㧐娀㕬㞞㣝㨦㩳㬝㮸䈡䉥䛦䜬䢠䯳䯷䲲倯傱吅嵷庺愯慫憁憽捒揔摗枀枩柗梥棇楤檧漎濍硹聳蓯蘴蜙訟誦鍶鎹頌餸駷鬆𠳼𡇝𡷽𡾼𢓣𢔋𢔩𢖗𢤄𢱤𣚜𣽫𤾥𥳺𦬘𦯕𦷴𧊕𧌻𨠤𨱛𨱿𨴏𩃍𩃭𩠌𩩺𩮀𪀚𪨊𲆩
sou 艘搜擞嗽嗖叟馊薮飕嗾溲锼螋瞍廋蒐㖩㛐㟬䈭䈹䉤䏂䐹䑹䗏䤹䩳䬒䮟䱸傁凁叜廀捒捜摉摗撨擻敕族棷櫢欶涑潚獀瘶籔蓃藪謏鄋醙鎪鏉颼颾餿騪𠋢𠌞𠌟𠘂𠝬𠪇𡠼𡣂𢲷𢴼𣔱𣮬𣯜𤕇𥈟𥖻𥯪𥰞𦢩𦺌𧔅𧩮𧳶𧼭𧽏𨡻𨤇𨺦𩗣𩘠𩙫𩨄𩮃𩮶𩮸
su 速素苏诉塑肃俗宿粟溯酥夙愫簌稣僳谡涑蔌嗉觫傃甦窣蹜骕鹔𫗧㑉㑛㓘㔄㕖㜚㝛㢝㨞㩋㪩㬘㯈㲞㴋㴑㴼䃤䅇䌚䎘䏋䑿䔎䘘䛾䥔䲆僁卹嗖囌圱埣塐嫊愬憟捽搬摵梀棴榡樎樕橚櫯殐泝洬溸潚潥玊珟璛碿稡穌粛縤縮缩肅膆莤蓿藗蘇蘓訴謖趚遡遬鋉餗驌鯂鱐鷫𠐍𠷃𠻜𡎮𡖯𢋈𢎎𢖏𢚑𢢒𢸫𣝝𣩷𣫎𣯼𣶘𣷶𣿈𤌂𤛝𤠚𤡃𤢂𤢘𤤐𤥔𤭴𤸮𤼀𦌉𦌊𦎄𧀌𧐁𧐒𧐴𧔖𧜦𧞺𧥆𧩝𧺷𧼭𧽷𨱈𩐫𩐼𩘰𩘹𩙨𩝥𩲵𩳒𪁽𪄑𪅄𪋝𪌔𪍛𪐮𪖶𫂙
suan 算酸蒜狻㔯䔉䝜匴撰痠祘笇筭篹選𠥘𤶤𥳪𥴵𦾹𨠡𩆑𩈲𪘑𪘝
sui 随岁虽碎隧遂髓穗绥隋邃睢祟濉燧谇眭荽旞璲穟葰襚鐩𫟦𬭼㒸㞸㥞㴚㵦㻟㻪㻽䅗䉌䍁䔹䜔䠔䡵䢫䥙䧌䪎䭉䯝䯿亗倠哸嗺埣夊娞嬘尿嵗彗挼撋檖歲歳毸浽滖澻瀡煫熣瓍睟砕禭穂篲粹綏縗繀繐繸脺膸芕荾莎蓑誶譢賥遀遺鏸鐆陏隊隨雖靃鞖韢髄𠌱𠕸𠨌𠭥𡑞𡝓𡶣𡷼𡹖𡻕𢅕𢇥𢈼𢒱𢟩𣄧𣩡𣮄𣯧𣯯𤡪𤬫𤭢𤯖𤻄𥊴𥕸𥡜𥢍𥤼𥱵𥴦𥶻𦃒𦄑𦅵𦇀𦉎𦵭𦸏𧃚𧆑𧈧𧌢𧞸𧡏𧨧𧲈𧸙𨆏𨒉𨣢𨷃𨾡𨾬𩃃𩌩𩍚𩎰𩏘𩏚𩏲𩗶𩙇𩝌𩞅𩮴
sun 损孙笋荪榫隼狲飧㔼㦏㨚䁚䐣喰孫扻損搎摌栒槂潠猻筍箰簨蓀蕵薞跣鎨飱餐鶽𠣬𣕍𦠆𧂍𧎤
suo 所索缩锁莎梭琐嗦唆唢娑蓑羧挲桫嗍睃溹㛖㛗㪽㮦䂹䅴䈗䐝䓾䔋䖛䞆䞽䣔䯯䲃䵀乺些傞嗩嫅惢戲抄挱摍暛歲沙洓溑犧獻琑瑣璅簑簔縒縮莏葰蜶衰褨趖逡逤鎈鎍鎖鎻鏁霍靃髿魦鮻𠈱𠋲𠗼𠘺𠝿𠞯𠩄𠱗𡩡𡱳𢘿𢚭𢱡𢱢𢷾𣒹𣯌𤀤𤸴𤺫𥁲𥆝𥇇𥔭𥕘𥰼𦅊𦟱𦵫𧎫𧎳𧛻𧨀𧴪𧴲𨒽𨻈𨻨𩊮𩋝𩌆𩌈𩌢𩘝𩙭𩡾𩪈𩮛𩹳𪌮𪍌𪍔𪍟𪍨𫠦𬭲𭕆
ta 他它她塔踏塌榻沓獭嗒挞蹋趿遢铊鳎溻闼溚褟阘鞳鿎㒓㗳㛥㣛㣵㧺㭼㯓㯚㳠㹺㺚㿹䂿䈋䈳䌈䍇䍝䎓䑜䑽䓠䜚䪚䳴䵬䶀䶁侤傝呾咜哈嚃嚺墖太崉拓搨搭撻榙橽毾涾漯澾濌濕牠狧獺祂禢荅誻譶蹹躢达達遝鉈錔鎉鎑闒闟闥闧靸鞈鞜韃鮙鰨𠉂𠴲𠷍𡂖𡌩𢃕𢞠𢺉𣗶𣝋𣥂𣥷𣯚𤄥𤒻𤛣𤠐𤠟𤿽𥗓𦈖𦍒𦐇𦑇𦑲𦑶𦑼𦧛𦧞𦧟𦧥𦧱𦨎𦪙𦭟𦱆𦶑𦾽𧌏𧔣𧖆𧪦𧮑𨃚𨆰𨌭𨓬𨔯𨙎𨰏𨵝𨶀𨸉𩋅𩌇𩌉𩌐𩌘𩎽𩥑𩨌𩫊𩷽𩺗𪂌𪔕𪘁
tai 台太态泰抬胎汰钛苔薹肽跆邰鲐酞骀炱㑷㒗㘆㙵㣍㥭㬃㷘㸀䈚䑓䔶䣭儓冭呔咍囼坮大夳奤嬯孡忕忲態擡斄旲枱檯汏溙漦炲燤珆箈籉粏能臺舦菭詒釐鈦鈶颱駘騃鮐𡇷𡒢𢖤𣣿𤗿𥙉𦒰𦻀𧉑𧉟𧭏𧮼𩬠𩿡𪐝𪐥𪒴
tan 谈探坦摊炭坛滩贪叹谭潭碳毯瘫檀痰袒坍覃忐昙郯钽锬倓啴惔榃璮磹菼㘱㛶㜤㤾㨏㫜㲜㲭㳩㴂㵅㶒㷋㽎㽑䀡䃪䆱䉡䊤䏙䐺䑙䕊䗊䜖䞡䦔但傝僋儃單嗿嘆嘽嘾埮墰墵壇壜婒弹彈怹憛憳憻撢撣擹攤暺曇橝歎沈淡湛湠漢潬澹灘炎燂痑癉癱禪緂繵罈罎胆舑舔舕蕁蕈藫裧襢談譚譠貚貪賧醈醓醰鉭錟镡顃餤鷤黮𠫶𠻪𡅄𡊨𢅀𢇧𢇰𣁗𣞔𣢌𣴽𣵢𣸙𣼚𣽯𤎥𤐔𤺺𥩒𥰨𥹠𥼟𥼮𦃖𦌪𦗡𦙇𦧏𦧴𦨸𦸁𦼎𧂇𧣁𧣹𧥞𧫿𧰘𧵊𧺟𧽼𨁴𨂞𨅍𨝸𨡍𨣕𩑰𩒢𩖖𩠽𩡄𩡝𩤞𩪺𪉧𪊇𪍵𱮜
tang 堂唐糖汤塘躺趟倘棠烫淌膛搪镗傥螳溏帑羰饧樘螗耥铴瑭䣘嘡蹚鄌镋㑽㒉㓥㙶㜍㭻㲥㼒㼺㿩䅯䉎䌅䕋䞶䟖䠀䧜伖偒傏儻劏啺坣埫嵣惝愓戃摥擴攩曭榶橖欓湯漟漡煻燙爣矘磄禟篖簜糃糛膅蓎蕩薚蝪赯踼逿醣鎕鎲鏜鐋鐺钂閶闛闣隚鞺餳餹饄鶶黨鼞𠗶𠢃𠹔𡿓𢠵𢴳𢻿𣎲𣙟𤚫𤠯𤾉𥋡𦪀𦳝𧱵𨆉𨉱𨌩𨍴𨎋𨎖𨲗𨶈𩘜𩥁𩹶𪕹𱿫𲉅
tao 套讨陶涛逃桃萄淘掏滔韬叨洮啕绦饕鼗弢慆梼绹騊𫘦㚐㣠㫦㲈㹗䀞䀺䄻䈱䑬䚯䛌䛬䤾䬞䵚匋咷夲夵姚嫍幍抭挑搯槄檮涭濤焘燾瑫祹籌絛綢綯縚縧蜪裪討詜謟跳轁迯醄鋾錭鞀鞉鞱韜頫飸饀駣𠇏𠌪𠓝𠗆𠚜𠞞𠬢𡍒𡺫𢓘𢔇𣨔𣰺𣺮𤘸𤙎𤚟𤨐𤴻𤵟𥰜𦃡𦍷𦺰𨌨𨡒𩋃𩎢𩏾𩘿𩙧𩛽𩤉𩥅𩹴𪇘𪌼
te 特忑忒铽慝螣㥂㧹匿式犆職脦蟘貣貸鋱𠈸𢘋𣘱𤙰𥊸𥌩𦗟𫋌
tei 忒
teng 腾疼藤滕誊䲢熥縢螣䒅䕨䠮䮴䲍僜儯幐漛痋籐籘膯虅謄邆霯駦騰驣鰧鼟𢚺𢟱𢥂𣽨𤃶𤳘𤹤𥉋𦡪𦩫𦪝𦫀𧄼𧈜𧭔𨃗𨄇𩩻𩴝𪒿𪔶
ti 体提题替梯踢惕剔蹄啼屉剃涕锑倜悌逖嚏荑醍绨鹈缇裼䴘媞擿瑅趯遆鳀𫘨㔸㖒㖷㗣㡗㣢㥴㬱㯩䄺䅠䈕䌡䎮䏲䔶䖙䙗䚣䛱䢰䣟䣠䣽䨑䩟䪆䬫䬾䯜䱱䶏䶑俶偍厗啑嗁嚔堤奃姼媂屜屟崹弟徥徲悐惖惿戻折挮掦揥是朑桋棣楴歒殢洟渧漽狄珶瓋睇碮磃禵稊穉笹籊綈緹罤肆苐蕛薙虒蝭蟬衹褅褆詆諦謕趧踶蹏躍躰軆达逷適銻錫鍗鐟隄題騠骵體髰鬀鬄鮧鮷鯷鴺鵜鶗鶙鷈鷉鷤𠞄𡥩𡰎𡲕𡲿𡸑𢓡𢝹𢞖𢧑𢱦𢳓𣄍𣈡𣉆𣖅𣖸𣜹𣤖𣧂𣸒𣹲𤗘𤗢𤚢𤟥𤟾𤭌𥉈𥉘𥡦𥫵𥳳𥶛𦌢𦻀𧀠𧀰𧋘𧔩𧙣𧛒𧝆𧝐𧡨𧤍𧨱𧼮𨁃𨉥𨔛𨠏𨪉𨲎𨲞𨴼𩋣𩓂𩛑𩛶𩝊𩤽𩬲𩮜𩳕𩿷𪁩𪍲𪕩𪖦𫛸
tian 天田添填甜恬腆舔阗忝殄畋掭晪沺淟湉瑱盷黇㐁㖭㙉㜤㥏㧂㬲㮇㶺䀖䄼䄽䋬䏦䐌䑙䑚䚶䟧䠄䡒䡘䣯䣶䥖䧃䩄䬯䵺佃倎兲典吞唺嗔塡奵娗婖寘屇悿捵搷撣栝沗沾滇琠璳甛甸町畇畑畠痶睓睼瞋碵磌窴紾緂胋舚苫菾蚕蚺覥觍賟跈酟鈿銛錪鍩鎮钿闐靔靝靦顚餂鴫鷆鷏鿬𠂈𠗘𡒧𡙒𢇶𢓍𣊖𤘠𤤦𤩱𤫞𤲖𥧑𥪌𥪧𥳫𥵶𦊊𦔿𦗀𦗁𦧒𦧖𦧝𦧡𦬞𦳇𧉂𧌎𧨩𧨸𧰊𧹖𨆁𨉾𨌈𨡁𨡏𨸱𨹻𩈍𩉁𩚣𪅉𪌩𪎾𱃺
tiao 条调挑跳迢眺苕窕笤佻粜髫祧龆蜩鲦嬥朓㟘㨄㬸㸠䄻䎄䑬䒒䖺䟭䠷䩦䯾䱔䳂儵咷啁姚宨岧岹庣恌斢旫晀朷桃條樤祒稠窱糶絩聎脁脩艞芀萔蓚蓧蓨螩覜誂調超趒趠踔銚鋚鎥鞗頫鯈鰷齠𠛪𠤺𠧪𡠊𡯿𡳏𢈄𢓝𢖈𢳙𢺫𣂁𣂥𣒼𣟐𣬸𥎺𥶏𦩄𦴚𦺰𧌁𨋫𨾾𩲤𪌪𱸥
tie 铁贴帖餮萜䑜䥫䩞䴴䵿僣占呫怗怙惵聑蛈蝶詀貼跕鉄鉆銕鋨鐡鐵飻驖鴩𢶋𤝓𦝒𦧢𦧤𪎋
ting 听庭停厅廷挺亭艇婷汀铤烃霆町蜓葶梃莛䗴侹圢桯渟烶珽綎颋𬘩㓅㹶㼗䁎䅍䇸䋼䦐䯕䱓䵺侱厛奠娗嵉庁庍廰廳忊朾楟榳涏濎烴珵甼筳耓聤聴聼聽脡艼蝏誔諪邒鋌閮鞓頲鼮𠄚𠕊𠘋𡈼𡔛𢬫𢽄𣂴𣄿𣉡𤗞𤘖𤱹𥆑𥑈𥥶𥫙𥴑𦉬𦐿𦕢𦗟𦝞𧓴𧖨𧰩𧶺𨁗𨉬𨊡𨓍𨳑𨳝𨸁𩆆𩐴𩑙𩒞𩨑𩹇𪊶
tong 同通统童痛铜桶桐筒彤佟潼捅酮砼瞳恸峒仝嗵僮茼㛚哃峂曈橦烔穜鲖𦒍𫍣㠉㠽㣚㣠㤏㪌㮔㸗㼧㼿䂈䆚䆹䮵䳋䴀䶱侗偅勭囲垌峝庝恫恿慟憅晍朣樋氃洞浵湩炵熥燑爞犝狪獞痌眮硐硧秱筩粡絧統綂膧艟蓪蚒蜼蟲衕詷赨重鉖鉵銅餇鮦鼕𠖄𡠙𡦜𢄟𢈉𢏕𢓘𢳟𣌾𣑸𣪯𣻢𤱇𤺄𥦁𥩌𥫂𥲆𦏆𦨴𧇌𧊚𧋒𧋚𧌝𧙥𧳆𧳿𨀜𨈹𨚯𨜳𨝯𨠌𩍅𩩅𩻡𪀭𪌢𱝉𲎆
tou 投头透偷钭骰㓱㖣㡏㢏㪗㰯㳆㼥䕱䚵䞬䟝䱏䵉亠偸埱妵婾媮愉敨斢紏綉緰蘣褕諭諳逗鋀鍮頭飳黈𡇧𡷠𣂮𣛾𣪌𦈕𧺢𨔙𨪐𨯲𨱎𨷩𩜶𩿢𪁞𪉘𪌘𪎨
tu 土突图途徒涂吐屠兔秃凸荼钍菟堍酴㻬梌稌腯葖駼𬳿㒔㟮㭸㻌㻠㻯䅷䔑䖘䛢䞮䠈䣄䣝䤅䩣䳜余兎凃唋啚図圕圖圗圡堗塗墿宊峹嵞嶀庩廜怢悇捈捸揬摕斁杜檡汢涋湥潳瑹痜瘏禿筡腞莵蒤趃跌跿迌釷鈯鋀鋵鍎馟鵌鵚鵵鶟鷋鷵鼵𠊲𠞀𠟶𠫓𠫮𠳶𠸂𠻬𡇩𡸂𡺴𢉜𢝀𢬳𣅝𣈥𣒇𣔻𣘻𣥳𣲱𤙛𤟪𤷿𥂋𥥛𥧣𥨜𥯝𥱻𦔅𦝬𦩤𧛗𧧶𧳌𨑒𨙭𨝛𨢬𨨷𨱄𨴩𩣮𩥽𩸃𩾅𪉍𪑏𱖖
tuan 团湍疃抟彖煓猯㩛䊜䜝䝎䵊䵎䵯剬剸団團塼墥嫥專慱揣摶敦槫檲湪漙畽痪磚税篿糰蓴褍褖貒鏄鱄鶉鷒鷻𡁴𢣎𢮛𣶣𤱝𧐕𧓘𧰄𧳩𧽢𨪒𩃘𩘯𩜵𩠊𩠹𪈋𪏖𬇘
tui 推退腿褪颓蜕煺隤魋𬯎㞂㞜㟎㢂㢈㢑㥆㱣㳷㷟㾯㾼㾽㿉㿗䀃䅪䫋侻俀僓啍墤娧尵弚弟忒怢橔焞税穨聉脮脱蓷藬蘈蛻謉讉蹆蹪追頹頺頽饋駾騩骽𠺙𡯵𡷜𢈹𢉭𢊮𢓇𢟴𢠮𤍐𤗴𤸉𥢢𥲣𥶐𦖦𦜄𧆸𧝋𧮓𨆨𨌴𨗞𨘃𨽟𩓬𩘺𩙬𩳕𪨇𫵒𬓼
tun 吞屯豚臀饨暾坉忳焞鲀㖔㧷㩔㬿㹠㼊䀫吨吴呑啍噋囤庉憞敦旽朜氽汭沌涒炖燉畽窀純肫膯臋芚蜳褪豘軘逐錪霕飩魨黗𠭿𡉒𢞋𢥽𣋄𣵞𤶕𥴫𥸵𦍓𦜯𦜴𦟓𦟙𧑒𧰭𨁇𨔡𨙲𨧐𨳘𨹙𩂄𩖤𩷵𪌋𪎴𪎶𪏆𪑒
tuo 托脱拓拖妥驼陀沱鸵驮唾椭坨佗砣跎庹柁橐酡鼍箨柝侂萚鮀𬶍㟎㨊㸰㸱㼠㾃䅜䍫䓕䜏䡐䪑䭾䰿䲊䴱乇他仛侻咃嘽圫堶媠嫷它岮彵惰扡拕挩捝撱杔杝棁楕槖橢毤毻汑池沰沲涶牠狏砤碢磚税籜紽綏脫舄莌蘀蛇蟺袉袘袥訑託詑説讬跅踻軃迆迤迱鉈鋖铊阤陁隋飥饦馱馲駄駝駞騨驒驝鬌魄魠鰖鱓鴕鵎鼉鼧鿳鿸𠈁𠰹𠴻𡇈𡐏𡛵𡩆𡹬𢄿𢏜𢑠𢓰𢩷𢩻𢸨𢼊𣗸𣟁𣟄𣮆𣵺𣵻𣶦𣷿𤗙𤝛𤣯𤤩𤬾𤱡𤱧𤹢𥓿𥞒𥩀𦑑𦚈𦚐𦝦𧔳𧕦𧜲𧣖𧤓𧦧𧦭𧧉𧿧𧿶𨁡𨂫𨈷𨉋𨒙𨞌𨠑𨲉𨹔𨺖𩃰𩃱𩅡𩉺𩎼𩟰𩢊𩢵𩧐𩱾𩿽𪌂𪘕𪘗𫘞𱐛𱖰𱘲𱶻
wa 瓦挖娃洼袜蛙哇佤娲腽畖窊㒝㧚㼘䅅䍪䎳䖯䚴䠚䨟䯉䵷凹劸咓唲啘嗗嗢坬姽媧屲帓徍搲攨汙溛漥瓩瓲砙穵窐窪聉膃襪譁譌邷靺鞋韈韤鮭黳鼃𠲎𠴺𠹁𡁌𡚟𡧗𢈈𣐎𣢉𣢚𤞇𤬦𤬿𤮰𤿗𥤺𥥟𥿉𦘍𦘵𦚩𦞭𦤙𦫪𧧊𨀄𨩶𩎟𩨚𩨾𩩤𩿺𱗉
wai 外歪崴㖞㗏䠿䴜䶐咼喎夞夭瀤竵顡𠨃𠰻𢱉𤟷𤤫𤷹𦘍𨂿𨈕𨵞𩔀𩕕𩰬𪉭𪑷𱐿𱿯
wan 万完晚湾玩碗顽挽弯丸皖宛婉腕蜿惋烷琬畹豌剜纨绾脘菀芄箢塆妧婠椀涴澫綄𬇕㘤㜶㝴㸘㹉㽜㿸䅋䑱䖤䗕䘎䘼䛃䛷䝹䥑䨲䩊䯈䯛䳃倇免刓卍卐唍园埦壪夗夘娩岏帵彎忨惌抏捖捥掔晥晩晼朊杤梚槾汍潫灣琓盌睕瞣笂紈絻綩綰翫脕莞莧莬萖萬蔓薍蚖蟃貦貫贃贎踠輐輓鄤鋄鋔鋺錽鎫關頑骫魭𠒢𠝪𠠪𠣉𡆅𡇿𡤶𡩄𡸥𢀗𢓃𢓆𢛙𢨔𢯫𢯲𢺯𣆛𣡩𣥃𤗍𤥙𤧩𤻆𥆶𥝄𥟶𥤸𥿎𦂔𦙵𦜐𦣾𦲯𦽞𧚇𧠆𧯡𧲦𧹗𧿙𨂺𨈊𨉝𨌔𨞼𨥧𨩯𨩵𨩻𩅦𩈬𩊁𩢄𩣵𩾞𪂦𪂧𪋅𪎛𪐬𪑉
wang 王望往网忘亡旺汪枉妄惘罔辋魍尪㑌㓁㲿㳹㴏䋄䋞䒽䤑䰣亾仼兦匡尢尣尩尫彺徃徍忹抂方暀朚朢棢瀇琞皇盳網罒芒莣菵蚟蛧蝄誷輞迋迬龬𠕿𡔞𡝝𡯁𡷢𢁶𢓯𢛛𢼟𣢫𣥊𣶈𣷪𤷀𥆚𥆜𥝍𥲠𥾼𦓋𦖉𦣦𦣩𦬣𦯌𧈿𧎕𧧄𧧜𧫢𨕿𨳠𩖩𩵭𪁘
wei 为位委未维卫围违威伟危味微唯谓伪慰尾魏韦胃畏帷喂巍萎蔚纬潍尉渭惟薇苇炜圩娓诿玮桅偎逶猥葳隗痿猬涠嵬韪煨艉帏闱洧沩隈鲔亹峗暐洈溦煟琟硊硙碨薳螱鏏霨頠鮠鳂鳚𣲗𫇭𬀩𬭬𬱟𬶏㕒㖐㙎㙔㙗㛱㞇㞑㟪㠕㣦㣲㥜㥨㦣㧡㧪㨊㬙㭏㮃㱬㷉㹻䃬䇻䈧䉠䊊䋿䍴䍷䑊䔺䗽䘙䙟䙿䜅䜜䝐䞔䠑䡺䣀䤥䥩䦱䧦䪋䪘䫋䬑䬿䭳䮹䲁䲊䴧䵋䵳于倭偉偽僞儰厃叞唩喡喴噲囗圍堤墛壝媁媙媦寪屗峞崣崴嵔嶶巋幃廆徫恑愄愇懀捤捼揋揻撝撱斖有机梶椲椳楲欈沇浘渨湋溈潙潿濊濰濻瀢為烓煀煒熨熭燰爲犚犩猗猚瑋璏瓗痏癐癓眭睢瞶磈磑立維緭緯縅罻腲膸芛芟苿茟荱荽菋葦葨蒍蓶蔿藯蘶蜲蜹蜼蝛蝟衛衞褽覣覹觿詴諉謂讆讏趡踒踓躗躛軎轊違遗遺鄬醀錗鍏鍡闈阢隇隹霺韋韑韙韡颹餧餵饖骩骪骫鮇鮪鰃鰄鰖𠄿𠆟𠙕𠥎𠳿𠹤𡂗𡇦𡔱𡚈𡶎𡷕𡼱𢉝𢊯𢍚𢙓𢣘𢯷𢲴𢸦𢼸𢾁𣄧𣄺𣈎𣍟𣨙𣩪𣫪𣽴𤀷𤁿𤛲𤜂𤡪𤸆𤺉𤻅𤼒𥅵𥉖𥊪𥌰𥒮𥧙𥯜𥯤𥶽𥿫𦇅𦈓𦓽𦝛𦞽𦠻𦢿𦩏𦩝𦩬𦪒𦳢𦾛𧄸𧍥𧍫𧐌𧒭𧔥𧕞𧚷𧛚𧝕𧞸𧟼𧢒𧢧𧤖𧲄𧲗𧲝𧳞𧳪𧴖𧸽𨃄𨖿𨗨𨚘𨝀𨟗𨠥𨢉𨪈𨱖𨴓𨵋𨸔𨻒𨾂𨿭𩀣𩀶𩁌𩆁𩋾𩎵𩏉𩏏𩏐𩏿𩑵𩗘𩗜𩜧𩟟𩠯𩤸𩨅𩲂𩲄𩲈𩴞𩵠𩹂𩹥𩹷𩼂𩼌𩽎𪂄𪑐𪑭𬣀𮧵
wen 文问闻稳温纹吻蚊雯紊瘟汶刎璺玟阌榅炆芠蕰辒鳁𫘜㒚㖧㗃㝧㡈㨉㬈㮧㳷㼔䎹䎽䐇䘇䦟䰚免匁呅呚呡問塭妏娩彣忞忟愠抆揾搵昧昷桽榲歾殁殟渂溫煴珳瑥瘒眼穏穩笏紋絻緼聞肳脕脗莬藴蚉螡蟁褞豱輼轀鎾閺閿闅闦限鞰韞顐饂馼駇魰鰛鰮鳼鴍鴖鼤𠐢𠯳𡁋𢾿𣜺𣶌𤛁𤡕𤵒𥁕𥃮𥦊𥧚𥬼𦖞𦝮𦟕𦦯𦮶𧖁𧚇𨆲𨜵𨟸𨶭𨸩𩢌𩥈𩭋𪉃𪉸
weng 翁嗡瓮蓊蕹滃鎓鹟𬭩㘢㙂㜲㮬㹙㺋䈵䐥䩺䱵勜塕壅奣嵡攚暡甕瞈罋聬螉鶲齆𠰈𡍻𡩥𡻐𤌏𥕀𦞡𦧅𧚐𧛹𨜺𨞑𩄘𩔚𩡓𩮬𩰎𮬢𱭰
wo 我握窝沃卧挝涡斡渥幄蜗倭莴龌肟硪偓涴踒㠛㦱㧴㱧㹻䀑䁊䂺䇶䠎䩊䮸䰀仴咼唩喔嗌噁嚄堝夭婐婑媉媪捰捼捾撾擭杌枂楃涹渦濄濣焥猧瓁瘟瞃矆窩腛臒臥艧萵蒦薶蝸踠雘馧齷龏𠪧𠷏𠿟𡁮𡎔𡑟𡖲𢦴𢫷𣁳𣂽𣇫𣚝𤆏𤉦𤡓𤻌𥄗𥑣𥟿𥪍𦤨𦯏𦰖𦳹𦷵𧤒𧥋𧶕𨁟𨌝𩈱𩐦𩟓𩣵𩭏𩭝𩮑𩷯𪁕𪁾𪎤𪑱
wong 𥥈𥦷
wu 务物无五武午吴舞伍污乌误屋晤悟吾雾芜梧勿巫侮坞毋诬呜钨邬捂鹜兀婺妩戊鹉浯蜈唔骛仵焐芴鋈庑呒鼯牾怃圬忤痦迕杌寤屼峿旿洿珷珸郚铻靰鹀𣲘㐅㐳㑄㒇㘬㚢㡔㬳㮧㵲㷻㹳㻍㽾䀛䁷䃖䉑䍢䎸䑁䒉䓊䖚䛩䜑䟼䡧䦍䦜䨁䫓䮏䳇䳱䵦乄亡仡伆侉俉倵儛剭務卼吳呉啎喔嗚嘸噁埡堥塢墲奦娒娪娬嫵岉嵍嵨幠廡弙忢恶悞悮惡憮扜扝扤揾摀敄於旄杅杇柮橆歍母汙汚沕洖渞渥溩潕烏無熃熓玝瑦璑甒盓瞀瞴矹碔祦禑窏窹笏筽箼粅膴茣莁蕪蘁蝥螐蟱誈誣誤譕趶躌逜鄔釫鋘鋙錻鎢阢陚隖雺霚霧霿騖鯃鰞鴮鵐鵡鶩鷡鼿齀齬𠒄𠘻𠛆𠞆𠥢𠯃𠵦𠼘𡈎𡈞𡬫𡯇𡵉𡷤𢁢𢃀𢄓𢋹𢑟𢓲𢗳𢘃𢙁𢜮𢝴𢨂𢩈𢫸𣟒𣨓𣬽𣯎𣺀𤆡𤕘𤣬𤭑𤵐𤸼𥁡𥎈𥎮𥏒𥒀𥕻𥟽𥭠𥲐𥾕𦆞𦌬𦎦𦥁𦨉𦨳𦬂𦶀𦷽𦼇𧆹𧈭𧎄𧎻𧐙𧑕𧨆𧨈𧰈𧳎𧴇𧺴𧽋𧿉𨂣𨑥𨖴𨡡𨧗𨨡𨲬𨶇𨼊𨿏𩄯𩒾𩓦𩗽𩝕𩝷𩠟𩳌𩵱𩶭𩺰𩻚𪄝𪑱𱖫𱣂𱩉𱳳
